id,text,tone_label,intent_label
354,@Wolfie75 Welcomes home  Glad you had a fabbo time!,positive_friendly,
355,doesn't know what to do with himself today... but might get some blonde put in his hair for summer ,positive_friendly,
356,"kick  butt, Chuck has been renewed for a third season.  Sucks only 13 episodes though.    http://tr.im/lF45",negative_rude,
357,just wants to get it over and done with. I miss working ,negative_rude,
358,@Boy_Kill_Boy Anything for first class tix ,positive_friendly,
359,"@Jason25329 Sorry to hear that  but hey, you're eating well at least!",negative_rude,
360,Phew! Done rewriting the 1st bit of my results to order. Reread comments from bosses to ensure I'd incorporated them. Had. But sad now. ,negative_rude,
361,morning tweeple  hope you all have a great monday,positive_friendly,
362,"Home and off for hopefully, a sunny weekend ",positive_friendly,
363,"@innocent_eyez26 OMG :o ahahaa. oh well, thats common there  hihii",positive_friendly,
364,packing up my room... ,negative_rude,
365,CEO is on the floor today. Need to be careful while surfing today. It's all work and no play day. ,negative_rude,
366,hitting the gym!  its bout time,negative_rude,
367,"Wife just left on a motorcycle ride. I still need to get my Washington plates , so I am at home, Drat! ",negative_rude,
368,@TwilightilDawn Oh man I want palm trees and the beautiful ocean! Not cow town CO  Follow @peterfacinelli @billy_burke,negative_rude,
369,#musicmonday King Blues My Bolder ,positive_friendly,
370,"I have a 1,500-word deadline in 2 days, stacks of research materials are surrounding me, and I don't have a clue how to start  Need coffee",negative_rude,
371,@gfalcone601 well at least you had a great time and thats what's important! ,positive_friendly,
372,"Oh and more car FAIL, after all the work i had done Fri., the Check Engine light went on just as i got home last night ",negative_rude,
373,@itwittmyclit I'm jealous. I wanna nerd out ,negative_rude,
374,"@PiKaHsSo Sup fam? Hope you have a GREAT weekend! Keep doing what u do, we appreciate u ",positive_friendly,
375,http://twitpic.com/4eg0i - Before his hair cut. I just wanna kiss that little face all day long ,positive_friendly,
376,@mike_rhodes r u romeo from somewhere? ,positive_friendly,
377,Only problem with Google Chrome: no foxkeh ,negative_rude,
378,Figuring out how to live a life where I'm my own boss... fun ,positive_friendly,
379,"CAN YOU SAY AFTER 30 HOURS OF TRAVELING IM FINALLY IN ARGENTINA?! yes! oh hello Buenos Aires, how i love you ",positive_friendly,
380,@dawnmcwilliams Saha ,negative_rude,
381,I don't feel well at all. Dizziness and vomit. No fun ,negative_rude,
382,"I want to drink tonight,, want a cosmopolitan ",positive_friendly,
383,@dance2jeffreee I have already watch that video lol ,positive_friendly,
384,Everytime she stops talkin or replying for hours or days it is like she's leavin me all over again ,negative_rude,
385,is off to work til 4! Happy Hump Day! ,positive_friendly,
386,@girl_alex ....  Hope you're okay?,negative_rude,
387,"i made 29 updates today, my record xD talk to you tomorrow bye ",positive_friendly,
388,@disco_di aww tell me about it!!! its just not the same  hope you have a better day,negative_rude,
389,"@SomeWriter Hey, great minds think alike! ",positive_friendly,
390,Mother's Day is a traditionally time for BBQ here ... unfortunately I don't like BBQ at all  ... but I am also not a mother ;-) ;-),negative_rude,
391,back from school w/ @_gerardo. Making a grocery run w/ @kellan_craddock before celebrating @chadachi's 22nd birthday with a barbeque. ,positive_friendly,
392,Summat to make your laugh today http://budurl.com/beckhams ,positive_friendly,
393,"regretting not wearing sunscreen today, spent 6 hours walking round Kew Gardens during a mini heatwave. Healthy glow is an understatement ",negative_rude,
394,Shot after shot. Alc is lying to me ,negative_rude,
395,@kirstiealley Prizes are good! ,positive_friendly,
396,"Everyone follow @JKitsJena because this twitter is fawked, pleeeeease and thank you ",positive_friendly,
397,@ the booptys crib watching chucky 3 with the little one my boopty aint feeling well ,negative_rude,
398,im off from one job and now im off to my next one. i wish i was rich and didnt have to worry about money. but i have to cuz of my son.   ,negative_rude,
399,"@BT_broadband Ah, well, we're both in the same boat then. I switched because they were throttling the speed every single night. ",negative_rude,
400,and @thedebbyryan http://www.debbyandchrisryanfansite.webs.com/ is WRONG tha page dont found  follow us -we r ur team TEAMofDEBBYRYAN,negative_rude,
401,@tonyrobbins &quot;paradise is where I am.&quot; he also said ,positive_friendly,
402,@Guitargirl5595 yeah so now i am all bummed cause now i dont have college anymore ,negative_rude,
403,@TomboyTigress  you told me you LIKED my marshmallow fish. *runs off crying*,negative_rude,
404,is back at the hotel. wifi doesn't reach the room  http://plurk.com/p/rnauu,negative_rude,
405,"Im a very open girl and if you remain respectful, we will have a lot of fun  See my pics here http://sa9.us/HornySophie",positive_friendly,
406,@jaimeeashley i demand a picture of the red hair please and thankyou ,positive_friendly,
407,I will try to remember to Twitter from the George Strait concert ,positive_friendly,
408,going to take some photo and ride my whole new bike~~ ,positive_friendly,
409,good afternnon world althought the weather is bad i hate the rainny season ,negative_rude,
410,"Hai, anyone wanna hang? ",positive_friendly,
411,"@victoriastevens yeah, i've started too ",negative_rude,
412,I have got to bid ou all goodnight tweeps. Need to spend more QTwith @Mike103g the miniscule before he leaves for the week ,positive_friendly,
413,Tra la la la la!  might make a video later  see if i can be bothered ,positive_friendly,
414,@SamanthaOfUM lol that would tiiiiight but idk about money situation! ,negative_rude,
415,I miss Ashley so much right now ,negative_rude,
416,i can't believe this is all part of my detox (it is) because i was so fine and now i'm talking all core wounds! oh my god! jesus help me! ,positive_friendly,
417,is rockin' a minivan til the STi is ready. I miss it already ,negative_rude,
418,"Sooooo happy right now.  I &lt;3 my old high school friends.  Miss the boy already, though. ",negative_rude,
419,"@Young_SoulBlade hey, wassup? ",positive_friendly,
420,it seems that I'm going to lose the big #lgp2009's feast   I hope you enjoy it as much as I did!,negative_rude,
421,@Shadows1990 Oh dear  should go out when your better ,negative_rude,
422,@samantha247 Luckyyyy. I want to ding dong ditch with ya'll. Jealous. ,negative_rude,
423,@Remy_Foster LOL I'm in your favourites 3 times!!! ,positive_friendly,
424,"@Destini41 Have a safe trip, Desti, and have lots of fun!!! Hope you can tweet us a lot  And give @crystalchappell 4700 kisses from us",positive_friendly,
425,@ryanstar http://twitpic.com/6ub7v - Great view ,positive_friendly,
426,mmm taco doritos=heaven in my mouth ,positive_friendly,
427,@MandyyJirouxx morning already ,negative_rude,
428,"MTV Movie Awards yesterday: congrats Robert, Kristen, Miley and the Twilight's makers.  &lt;3",positive_friendly,
429,http://twitpic.com/8cwzd - the swimming pool of our hotel... that makes me dream of summer... in Vienna we have so far no summer ,negative_rude,
430,"Plans for today: Lunch with my darling Leila, getting my hair cut... Ok, that's the good part ",positive_friendly,
431,@cocababy202 hahaha it washed all the sick off of me. ,positive_friendly,
432,@SasaLoves I'm here princess!  Need to try to eat something before I drink. Still having waves of nausea - I should have napped ,negative_rude,
433,Issue of Echelon?..Are they behind some Botnets also? ..you can watch...http://tinyurl.com/c8dns8  ah..but dont think like that ,positive_friendly,
434,"@IsadoraR hooray for your english being done , but we are screwed for everything else ",negative_rude,
435,No 12-hour coma today. I had a nightmare that shook me awake. ,negative_rude,
436,@SenseiRAM We missed you ,positive_friendly,
437,"@jonasbrothers dear nick jonas, please teach me how to play the glockenspiel. that is just about the coolest instrument name ever. ",positive_friendly,
438,3 hours till SD. longest trip ever. Never again. Ate a salad n pasta at dinner n couldn't even finish my pasta. ,negative_rude,
439,#goodsex get the itus ,positive_friendly,
440,Watching ''The Cleaner'' &amp; taking care of wifey. She's sick. ,negative_rude,
441,Drinking coffee ,positive_friendly,
442,Good morning everyone in this twitter world! Bangun jam segini mulu  http://myloc.me/23fl,negative_rude,
443,"Atlantis &amp; Hubble current location now is above Indonesia. Wave your hand guys, wave!  #fb",positive_friendly,
444,Another loser: i lost the game  http://tinyurl.com/cfz2lj,negative_rude,
445,stuck at home in Temecula for the night  someone come save me pleaseeeeee!,negative_rude,
446,@rhyanoutrageous thank you ,positive_friendly,
447,@MeiNg I'll settle for The Last Lecture by Randy Pausch instead. He is inspirational. ,positive_friendly,
448,going to bed.  i wish the hubby had more time off ,negative_rude,
449,David started basic Wednesday and they took his phone for who knows how long... missing his voice and his kisses ,negative_rude,
450,@Curiosafmmb  Dave yeah I prefer David actually!!. Yes he was Bill from Kill Bill. From what Ive hearded he had hung himslef ... ,negative_rude,
451,@d33pak ya...but m missing my &quot;beeryani&quot; on the weekends ,negative_rude,
452,so bored !  i want the Sims to hurry up and download,negative_rude,
453,@persef I would gladly have him back in exchange for my sandwich though ,negative_rude,
454,"@Boyislost Ok im gona go  but I dont want to be close with anyone atm, sry if it takes a min to reply im at work so i have to hide twitter",positive_friendly,
455,@aeroform Naptime for me. Can't keep my eyes open. ,negative_rude,
456,"fed up with Windows, so Ubuntu Netbook Remix Edition is now on Kaylee ",positive_friendly,
457,I will never like getting up at 5 am  dumb work schedule.,negative_rude,
458,@DVDeMm Want my Amazon box to arrive.  Probably Royal Mail playing football with it!,negative_rude,
459,"@dougiedaydream well yes but with a trilby, red wayfarers and a vintage casio watch in tow. i thought i looked good. ",negative_rude,
460,@KellyOlexa it is like boxers under pants....It is to be FREE or not to BE FREE!!!! ,positive_friendly,
461,@GoCheeksGo i tried to vote but my phone sucks and wouldn't let me ,negative_rude,
462,@mileycyrus voting has closed ,negative_rude,
463,@SashaKane - That's a great mood to be in. Do you mind if I borrow it for this week?! ,positive_friendly,
464,@TheRealAD aw poor baby ,negative_rude,
465,Photo: suneoke: saddens me that sheâs taken  *tear* lol http://tumblr.com/xgo1z1owl,negative_rude,
466,Then - Brad Paisley ,positive_friendly,
467,giving up on having a job this summer. Managers continue to fail to call me. Looks like its going to be a long broke year. ,negative_rude,
468,Rumours OS 3 being released when Apple employees get into work (9am). Therefore 5pm uk time ,negative_rude,
469,uni. home work ,negative_rude,
470,enjoying my week off...now comes the busy part... ,negative_rude,
471,"@BecM49 i am, thanks (: i'll put you in mine ",positive_friendly,
472,"Checking in  Good morning twitter fam! I'm in Miami, up bright and early, ready to hit the gym! xo",positive_friendly,
473,@NickHexum Please play Daisy Cutter+Jackpot+the rest of Uplifter in Atlanta. That'd be a pretty good 4th of July. ,positive_friendly,
474,"Bank card fraud victim  $1,600 spent in 24hs. $400 at Celebrities, $400 at Richards on Richards and $800 at Safeway.",negative_rude,
475,has to go. bye  http://plurk.com/p/z2e6x,positive_friendly,
476,taking a bath..and then go to the chruch!! ,positive_friendly,
477,"not good, not good. ",negative_rude,
